,Description,Homepage,License,GNU?
Ams,"Realtime modular synthesizer for ALSA",http://alsamodular.sourceforge.net/,License:GPLv2,
Amsmercury,"efficient calculation of accurate masses and abundances of isotopic peaks",http://hci.iwr.uni-heidelberg.de/MIP/Software/nitpick.php,License:LGPLv2orlater,
An,"very fast anagram generator",https://tracker.debian.org/pkg/an,License:GPLv2orlater,
"An Gramadoir","Grammar checking engine geared toward minority languages",http://borel.slu.edu/gramadoir/,License:GPLv2orlater,
"An email filter rules manager","An email filter rules manager",http://www.horde.org/,"Other,License:GPLv2",
Anagramarama,"an anagram word game.",http://identicalsoftware.com/anagramarama/,License:GPLv2orlater,
Analitza,"console interface for KAlgebra",http://edu.kde.org/,"License:GPLv2orlater,License:BSD 3Clause,License:LGPLv2",
Analog,"Web logfile analysis program",http://web.archive.org/web/20140812005143/http://www.analog.cx/,"Zlib,Other,License:GPLv2orlater,License:BSD 3Clause,License:BSD 4Clause",
Anarch,"anarchist pseudo3D shooter",https://drummyfish.gitlab.io/anarch/,,
Anastasis,"Key backup and recovery",https://anastasis.lu/,AGPL-3.0-or-later,",[[File:Heckert_gnu.small.png|30px]]"
Ancestris,"Ancestris is a free and unlimited genealogy software fully compliant with GEDCOM version 5.5 and 5.5.1 specifications.",https://ancestris.org,,
And-httpd,"And-httpd is an HTTP server that maps URLs to files. It currently has a $2000 ""security guarantee"" against remote attacks.",http://www.and.org/and-httpd,License:GPLv2orlater,
AndStatus,"Low traffic social networking client with tree-like threaded conversations",http://andstatus.org/,Apache2.0,
Andatool,"Displays the frequency of regex and logfile matches",http://www.vanheusden.com/andatool/,License:GPLv2,
Andika,"transitional dummy package",http://scripts.sil.org/Andika,Other,
"Android file transfer","A reliable MTP client with minimalistic UI similar to Android File Transfer for Mac.",https://whoozle.github.io/android-file-transfer-linux/,,
"Android native frameworks","Android utility library",https://android.googlesource.com/platform/frameworks/native,Other,
"Android system core libraries and tools","Align zip/jar/apk along byte boundaries",https://android.googlesource.com/platform/build,"License:ISC,Other,License:GPLv2orlater,License:BSD 3Clause,License:BSD 2Clause",
"Android- dg Alert Classic","Completely revamps and improves SMS and MMS notifications for the Android phone.",http://android.mikedg.com/apps/alert/,License:GPLv3orlater,
Android-latinoware,"Android application to view schedule of Latinoware event",https://github.com/fernandomantoan/android-latinoware,Apache2.0,
Android-tools,"Android Debug Bridge CLI tool",http://developer.android.com/guide/developing/tools/adb.html,"Other,License:BSD 2Clause",
"Androids rewrite of the evil licensed json.org","androids rewrite of the evil licensed json.org",https://android.googlesource.com/platform/libcore/+/master/json,Other,
Androresolvd,"Daemon to transfer Android DNS property to resolv.conf",http://sven-ola.dyndns.org,"License:BSD 2Clause",
"Andy's PHP Knowledgebase","A Web-based knowledge base application.",http://aphpkb.sourceforge.net,License:GPLv2orlater,
Anemone,"An easy-to-use Ruby web spider framework",http://anemone.rubyforge.org/,License:Expat,
Anet,"Ada networking library",http://www.codelabs.ch/anet/,Other,
Anfo,"Short Read Aligner/Mapper from MPG",http://bioinf.eva.mpg.de/anfo/,Other,
AngelScript,"Extension programming language",http://angelcode.com/angelscript/,Zlib,
"Angry Drunken Dwarves","Angry Drunken Dwarves - falling blocks puzzle game",http://www.sacredchao.net/~piman/angrydd/,"PublicDomain,License:GPLv2",
"Angry, Drunken Dwarves","A falling block puzzle game.",https://web.archive.org/web/20180808203828/https://www.sacredchao.net/~piman/angrydd/,License:GPLv2,
Angular2,"A front-end web application platform",https://angular.io/,License:Expat,
AngularJS,"lets you write client-side web applications as if you had a smarter browser",http://angularjs.org/,Other,
"Anguly Mail Client","A lightweight Mail Client written in C and Gtk+",http://gensid.altervista.org/anguly,License:GPLv2,
Animail,"Multiserver mail retrieval utility",http://animail.sourceforge.net,License:GPLv2,
"Animal Shelter Manager","Software for managing animal sanctuaries and rescue shelters",http://sheltermanager.sourceforge.net/news.php,License:GPLv2orlater,
"Animal Sniffer","JDK/API verification tools",http://mojo.codehaus.org/animal-sniffer/,"Other,License:GPLv3orlater",
Anise,"one software project administration tool for all environments",https://ginger.ws/wiki/pino/projs/anise,License:GPLv3orlater,
Anjuta,"Integrated development environment",https://wiki.gnome.org/Apps/Anjuta,License:GPLv2orlater,
Anki,"A spaced repetition flashcard program.",http://ankisrs.net/,,
Annif,"Birthday date monitoring tool",https://gna.org/projects/annif,License:GPLv2orlater,
"Annotation-indexer for jenkins","Indexing and validation of Java annotations",http://github.com/jenkinsci/lib-annotation-indexer,Other,
AnnotationDbi,"GNU R Annotation Database Interface for BioConductor",http://www.bioconductor.org/packages/release/bioc/html/AnnotationDbi.html,Other,
Anolis,"HTML document post-processor.",https://bitbucket.org/ms2ger/anolis/,"License:BSD 3Clause",
Anontwi,"Tool to have more privacy on social networking sites",http://anontwi.03c8.net,License:GPLv3,
Anonymine,"curses mode minesweeper without guessing",https://oskog97.com/projects/anonymine/,"License:BSD 2Clause",
"Anonymous Pro","fixed width sans serif font designed for coders",http://www.ms-studio.com/FontSales/anonymouspro.html,Other,
AnonymousMessenger,"a peer to peer private anonymous and secure messenger that works over tor.",https://www.anonymousmessenger.ly,,
Anonymouth,"tools for text anonymization",https://github.com/psal/anonymouth,AGPLv3orlater,
Ansi,"Advanced ANSI formatting tool for Node.js",https://github.com/TooTallNate/ansi.js,"Other,License:BSD 2Clause,License:Expat",
Ansi-color-table,"Color and format tables for ansi output - Node.js module",https://github.com/quimcalpe/ansi-color-table,License:Expat,
Ansible,"Configuration management, deployment, and task execution system",https://www.ansible.com/,"Other,License:GPLv2,License:GPLv3orlater",
Ansiprint,"Prints from remote terminals using ANSI telnet escape sequences",http://ansiprint.sourceforge.net/,"License:BSD AdClause",
Ant,"Java-based build tool",https://ant.apache.org/,Apache2.0,
Ant-phone,"ISDN telephony application.",https://www.nongnu.org/ant-phone/,License:GPLv2orlater,
AntTweakBar,"AntTweakBar is a small and easy to use C/C++ library that allows programmers to quickly add a light and intuitive GUI into OpenGL or DirectX based graphic programs to interactively tweak them.",http://anttweakbar.sourceforge.net/,Zlib,
"Anteil 2","Customer relationship management software",http://www.anteil.com/,License:GPLv2orlater,
Antelope,"graphical user interface for Ant",http://antelope.tigris.org/,"PublicDomain,Other",
AntennaPod,"A podcatcher for Android",https://antennapod.org/,License:Expat,
Anthy,"input method for Japanese - backend, dictionary and utility",http://anthy.sourceforge.jp/,"PublicDomain,Other,License:BSD 3Clause,License:GPLv2,License:Creative Commons Attribution Share-Alike 2.5",
AntiDialer,"A Sify GUI Broadband Dialer for Unix.",https://sourceforge.net/projects/antidialer/,License:GPLv2orlater,
AntiExploit,"Scans for well known exploit files",http://www.h07.org/?q=node/36,License:GPLv2orlater,
Antidote,"IEEE 11073-20601 stack",http://oss.signove.com/index.php/Antidote:_IEEE_11073-20601_stack,LGPLv2.1,
Antigen,"manage your zsh plugins",https://github.com/zsh-users/antigen,License:Expat,
Antimicro,"map keyboard and mouse controls to a gamepad",https://github.com/AntiMicro/antimicro,License:GPLv3orlater,
Antiparser,"a fuzz testing and fault injection API.",http://antiparser.sourceforge.net/,License:GPLv2,
Antiright,"Desktop optimized to work with the Motif API.",https://www.nongnu.org/antiright/,License:GPLv2orlater,
Antiword,"Converts MS-Word documents to ASCII and Postscript",http://www.winfield.demon.nl/,License:GPLv2,
Antlr,"ANother Tool for Language Recognition.",https://www.antlr.org/,"License:BSD 3Clause",
"Antony Dovgal","Pinba module for PHP 5",http://pinba.org,Other,
Anubis,"Processes outgoing mail.",https://www.gnu.org/software/anubis/,License:GPLv3orlater,[[File:Heckert_gnu.small.png|30px]]
Any-Moose,"module to use either Moose or Mouse, based on availability",https://metacpan.org/release/Any-Moose,Other,
Any-Template-ProcessDir,"Perl module for processing a directory of templates",https://metacpan.org/release/Any-Template-ProcessDir,Other,
Any-URI-Escape,"module to load URI::Escape::XS preferentially over URI::Escape",https://metacpan.org/release/Any-URI-Escape,Other,
AnyData,"simple tied hash interface for files and data structures",https://metacpan.org/release/AnyData,Other,
"AnyEdit tools","Adds additional tools to the context menu of text-based Eclipse editors",http://andrei.gmxhome.de/anyedit/,License:EPLv1.0,
AnyEvent,"event loop framework with multiple implementations",https://metacpan.org/release/AnyEvent,Other,
"AnyEvent DBD Pg","AnyEvent interface to DBD::Pg's async interface",http://search.cpan.org/dist/AnyEvent-DBD-Pg,Other,
"AnyEvent HTTPD","simple lightweight event based web (application) server",http://search.cpan.org/dist/AnyEvent-HTTPD/,Other,
"AnyEvent XMPP","implementation of the XMPP Protocol",http://search.cpan.org/dist/AnyEvent-XMPP/,"Other,License:GPLv2orlater",
AnyEvent-CacheDNS,"simple DNS resolver with caching for AnyEvent",https://metacpan.org/release/AnyEvent-CacheDNS,Other,
AnyEvent-DBI,"module supporting asynchronous DBI access",https://metacpan.org/release/AnyEvent-DBI,Other,
,Description,Homepage,License,GNU?
"0 A.D.","Real-time strategy game of ancient warfare",http://play0ad.com/,"PublicDomain,Other,License:GPLv2orlater,License:Expat,License:LGPLv2.1orlater,License:Creative Commons Attribution Share-Alike 2.5",
123sqlengine,"123sqlengine is a functional relational database engine",https://sourceforge.net/projects/sql123engine/,License:GPLv2orlater,
"2532 Gigs","A PHP/SQL gig lister.",http://www.sourceforge.net/projects/gigs-2532,License:SimplePermissive,
2wm,"a dynamic window manager for X.",https://web.archive.org/web/20150924100340/http://git.suckless.org/2wm,License:Expat,
389-admin,"389 Directory Administration Server",http://directory.fedoraproject.org,"Other,License:GPLv2",
389-admin-console,"389 admin server management console",http://directory.fedoraproject.org,License:GPLv2,
389-adminutil,"Utility library for 389ds administration",http://directory.fedoraproject.org,Other,
389-console,"389 Management Console",http://directory.fedoraproject.org,"License:GPLv2orlater,License:LGPLv2",
389-ds-base,"389 Directory Server suite - server",http://directory.fedoraproject.org,"Other,License:GPLv2orlater",
389-ds-console,"389 Directory Server Management Console",http://directory.fedoraproject.org,License:GPLv2,
389-dsgw,"389 Directory Server Gateway",http://directory.fedoraproject.org,"Other,License:GPLv2",
"3D Pong","A vector-based ball-bouncing game for X-Window",http://www.newbreedsoftware.com/3dpong/,License:GPLv2,
3dFB,"3D file manager and browser",https://sourceforge.net/projects/dz3d/,License:GPLv2,
3dldf,"Three-dimensional drawing with MetaPost output.",https://www.gnu.org/software/3dldf/,"License:SimplePermissiveNoNonWarranty,License:SimplePermissiveNonWarranty,License:GFDL,Other,License:GPLv2orlater with exception,License:GPLv2orlater,License:GPLv3orlater,License:GPLv3orlater with exception","[[File:Heckert_gnu.small.png|30px]],"
"3dpl GE","The 3D Programming Language",http://amigojapan.github.io/3dpl/,"License:GPLv3 with exception",
4Pane,"A dual twin-pane Linux filemanager",https://www.4pane.co.uk/,License:GPLv3,
4digits,"guess-the-number game, aka Bulls and Cows",http://sourceforge.net/projects/fourdigits/,License:GPLv2orlater,
4store,"RDF database storage and query engine -- database daemon",https://github.com/garlik/4store,"PublicDomain,Zlib,Other,License:GPLv2orlater with exception,License:GPLv3orlater",
4tH,"Forth compiler with a conventional compiler instead of the standard Forth engine",http://www.xs4all.nl/~thebeez/4tH/foldtree.html,License:GPLv3orlater,
6tunnel,"TCP proxy for non-IPv6 applications",http://toxygen.net/6tunnel,License:GPLv2orlater,
7kaa,"Seven Kingdoms Ancient Adversaries: real-time strategy game",http://www.7kfans.com/,License:GPLv2orlater,
7kaa-data,"Seven Kingdoms Ancient Adversaries - game data",http://www.enlight.com/7k/,License:GPLv2orlater,
7zip,"File archiver with a high compression ratio",https://www.7-zip.org/,,
8sync,"Asynchronous programming for Guile.",https://www.gnu.org/software/8sync/,"License:SimplePermissiveNoNonWarranty,License:SimplePermissiveNonWarranty,Other,License:Expat,License:GPLv3orlater,License:LGPLv3orlater,License:Creative Commons Attribution 3.0,License:GFDLv1.3orlater","[[File:Heckert_gnu.small.png|30px]],"
9menu,"Creates X menus from the shell",https://tracker.debian.org/pkg/9menu,"Other,License:GPLv3orlater",
9mount,"Tools for mounting 9p filesystems on the Linux kernel",http://sqweek.net/code/9mount/,License:ISC,
"A Bingo","A/Bingo plugin for Rails.",http://github.com/ryanb/abingo,License:Expat,
A+,"Programming language (APL interpreter)",http://www.aplusdev.org/,License:GPLv2,
A2K,"Small unobtrusive IRC bot",http://accutron2000.sourceforge.net/,License:GPLv2orlater,
A2b,"An abstract train game.",https://github.com/marcosmendez/a2b,License:GPLv2,
A2png,"Converts plain text into PNG images.",https://sourceforge.net/projects/a2png/,License:GPLv2orlater,
A2ps,"Any to PostScript filter.",https://www.gnu.org/software/a2ps/,"License:SimplePermissiveNonWarranty,Other,License:GPLv2orlater,License:GPLv3orlater,License:GPLv3orlater with exception","[[File:Heckert_gnu.small.png|30px]],"
AAK-Cont,"Anti-Adblock Killer Continued",https://xuhaiyang1234.gitlab.io/AAK-Cont/,License:GPLv3,
AB-Transfers,"simple online banking application for online money transfers",http://schmufu.dyndns.org/dokuwiki/ab_transfer:start,"Other,License:GPLv2orlater,License:LGPLv3",
ABC,"ABC - A System for Sequential Synthesis and Verification",http://www.eecs.berkeley.edu/~alanmi/abc/,"Other,License:GPLv2orlater",
"ABI Dumper","tool to dump ABI of an ELF object containing DWARF debug info",https://abi-laboratory.pro/,License:GPLv2,
